Id,Probability
1,0.0
2,0.027437951079708027
3,0.0
4,0.14492383749291646
5,0.12086882919942618
6,0.0015277777777777776
7,0.010622222222222224
8,0.033916666666666664
9,0.006415469977836606
10,0.5967466874841556
11,0.0
12,0.0
13,0.0
14,0.001853968253968254
15,0.0
16,0.0
17,0.001523989898989899
18,0.011283289438781988
19,0.1193588744588745
20,0.01909895382395382
21,0.0
22,0.05547474365000545
23,0.0006186507936507936
24,0.30611666666666665
25,0.0023333333333333335
26,0.02539094128687522
27,0.23214896619084074
28,0.0
29,0.00016666666666666666
30,0.0041079365079365075
31,0.017256730694897856
32,0.01390426039397995
33,0.0
34,0.06727111384163928
35,0.29630576923076923
36,0.0
37,0.10389258511507647
38,0.0
39,0.10265864024176757
40,0.03606666666666667
41,0.08619787296037308
42,0.0679047619047619
43,0.23171845217476045
44,0.0
45,0.17936199813258635
46,0.0037275452131359465
47,0.0037275452131359465
48,0.08746542154096364
49,0.00016666666666666666
50,0.0007
51,0.0
52,0.0
53,0.0
54,0.0002857142857142857
55,0.02804963924963924
56,0.0025
57,0.0
58,0.1934440908506696
59,0.0024166666666666664
60,0.03
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.04021707286952872
67,0.0
68,0.07735823963276098
69,0.0
70,0.5273585109335109
71,0.02461886630979837
72,0.07735823963276098
73,0.0
74,0.28699295309927025
75,0.0
76,0.0007777777777777776
77,0.07898326409510328
78,0.0
79,0.0
80,0.014525419025419022
81,0.0
82,0.0
83,0.05693460102104132
84,0.036584914103615696
85,0.0017694805194805193
86,0.0
87,0.03906453193924551
88,0.0
89,0.011283289438781988
90,0.039744114426638576
91,0.0
92,0.0
93,0.08184125694312906
94,0.0022857142857142855
95,0.003517857142857143
96,0.0138
97,0.022626482885980462
98,0.0
99,0.034882393971676744
100,0.0
101,0.06142581696747871
102,0.14079185993744847
103,0.0
104,0.0
105,0.19894342105263155
106,0.017020094767261372
107,0.38836666666666675
108,0.0
109,0.0
110,0.0
111,0.0
112,0.23674842934842927
113,0.0010833333333333333
114,0.3613577066600859
115,0.08017967334730769
116,0.05805546598235768
117,0.01586360183292792
118,0.0920036206687938
119,0.0
120,0.0
121,0.0
122,0.05921666666666667
123,0.004821279022237092
124,0.5575430399837518
125,0.0
126,0.0
127,0.0
128,0.00014285714285714284
129,0.0
130,0.025439102653618782
131,0.0112
132,0.0005714285714285714
133,0.021002751884129967
134,0.13038201178301986
135,0.16653333333333334
136,0.0
137,0.2550323953823952
138,0.019666666666666666
139,0.0
140,0.0
141,0.0069719142345763055
142,0.0
143,0.0037275452131359465
144,0.0
145,0.2294007936507936
146,0.010039125108547398
147,0.0
148,0.05319848484848484
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0147650285323617
154,0.0
155,0.002113888888888889
156,0.0
157,0.056653571428571435
158,0.0
159,0.04140608186088601
160,0.0
161,0.016600018340465754
162,0.007625792710216681
163,0.0
164,0.0001111111111111111
165,0.0
166,0.013134037905930334
167,0.3646464937839937
168,0.10292305342336314
169,0.10623333333333333
170,0.0
171,0.007061155187672577
172,0.0
173,0.0
174,0.05526822533116209
175,0.0
176,0.2836998279954384
177,0.012292857142857145
178,0.012762157287157284
179,0.0
180,0.0
181,0.06136666666666667
182,0.0
183,0.0
184,0.0
185,0.2576752850587889
186,0.0
187,0.03542113650536483
188,0.0
189,0.0005
190,0.0
191,0.0
192,0.07515032317572527
193,0.0
194,0.0996853223128701
195,0.0
196,0.18905614024847456
197,0.0
198,0.0
199,0.015914573542362434
200,0.0
201,0.0
202,0.004915584415584416
203,0.5316761904761904
204,0.0385757659007659
205,0.018007492321662478
206,0.0
207,0.0
208,0.0
209,0.07132705342350085
210,0.006590443989838613
211,0.07735823963276098
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0037660043895607026
217,0.0
218,0.0038333333333333336
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.00876505599938401
225,0.0
226,0.3219334503430866
227,0.0
228,0.05309974552623341
229,0.025791666666666668
230,0.1185
231,0.4840591269841269
232,0.01555439482635561
233,0.050659858622301074
234,7.894736842105263e-05
235,0.0
236,0.18101774891774894
237,0.0002595729187834451
238,0.006590443989838613
239,0.0
240,0.0
241,0.0032857142857142855
242,0.0
243,0.0
244,0.0
245,0.10550643455883649
246,0.0
247,0.1264014698183912
248,0.0
249,0.0
250,0.41236338383838383
251,0.006715455082068534
252,0.4036968109719654
253,0.0
254,0.09461525425320799
255,0.0
256,0.0
257,0.008496975246975248
258,0.21181041341699228
259,0.04200000000000001
260,0.12340359509771302
261,0.00125
262,0.0
263,0.0
264,0.0
265,0.06727111384163928
266,0.0
267,0.1432833333333333
268,0.10097929215600107
269,0.662164612812072
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0002857142857142857
275,0.0
276,0.0
277,0.0
278,0.0
279,0.015506498034129611
280,0.0
281,0.26492499999999997
282,0.003
283,0.15786530969030974
284,0.0038503426897345903
285,0.0
286,0.0
287,0.002091679519311099
288,0.4462916666666667
289,0.042993849211905494
290,0.1209402832990905
291,0.198
292,0.0
293,0.189653365288143
294,0.0004340463458110517
295,0.00280939186179829
296,0.0
297,0.0
298,0.0
299,0.0
300,0.03190904002911166
301,0.011277777777777779
302,0.0
303,0.0
304,0.0648506900431213
305,0.124
306,0.0028122766122766125
307,0.0
308,0.5967466874841556
309,0.09516666666666669
310,0.0
